comboId,facetId,facetName,conceptId,conceptName,rdId,rdLabel,rdType,cuiMap,documentToCui,scopeNotes,lifecycleStage
conditionfidp1006,condition,Conditions,fidp1006,Morning Sickness,gapdoc00043,morning sickness (pregnancy),Condition,,,,Active
conditionfidp9404,condition,Conditions,fidp9404,Morton's Neuroma,uh4702,morton's neuroma,Condition,,,,Active
conditionfidp1590,condition,Conditions,fidp1590,Motion Sickness,zc1321,motion sickness,Condition,,,,Active
conditionfidp3053,condition,Conditions,fidp3053,Motor Vehicle Accidents,,,,,zp4259 ,,Active
conditionfidp9405,condition,Conditions,fidp9405,Mouth Blisters (Herpangina),uh3752,herpangina,,,,,Active
conditionfidp8703,condition,Conditions,fidp8703,Mouth Breathing,,,,C0281800,,,Active
conditionfidp896,condition,Conditions,fidp896,Mouth Injuries and Problems,,,,,,BROAD,Active
conditionfidp8584,condition,Conditions,fidp8584,Mouth Sores,,,,,,MULTI,Active
conditionfidp635,condition,Conditions,fidp635,MRSA Infection,zc1871,MRSA infection,Condition,,,,Active
conditionfidp56,condition,Conditions,fidp56,Mucolipidosis,,,,C0238286,,,Active
conditionfidp2461,condition,Conditions,fidp2461,Multiple Myeloma,uh3308,multiple myeloma,Condition,,,,Active
conditionfidp1198,condition,Conditions,fidp1198,Multiple Pregnancy,,,,,hw236272,,Active
conditionfidp1069,condition,Conditions,fidp1069,Multiple Sclerosis (MS),tw12310,multiple sclerosis,Condition,,,,Active
conditionfidp45,condition,Conditions,fidp45,Mumps,av2617,mumps,Condition,,,,Active
conditionfidp1639,condition,Conditions,fidp1639,Munchausen Syndrome,,,,,,,Deleted
conditionfidp9406,condition,Conditions,fidp9406,Munchausen Syndrome by Proxy,,,,,hw180537,,Active
conditionfidp9407,condition,Conditions,fidp9407,Muscle Aches,abq3327,Muscle Pain (Aches),Symptom,,,,Active
conditionfidp1091,condition,Conditions,fidp1091,Muscle Cramps,bo1390,muscle cramps,Symptom,,,,Active
conditionfidp8917,condition,Conditions,fidp8917,Muscle Strain,te8255,muscle strain,Condition,,,,Active
conditionfidp9408,condition,Conditions,fidp9408,Muscular Dystrophy (MD),gapdoc00126,muscular dystrophy,Condition,,,,Active
conditionfidp9409,condition,Conditions,fidp9409,Musculoskeletal Chest Pain,uh3876,chest wall pain,Condition,,,,Active
conditionfidp9410,condition,Conditions,fidp9410,Myasthenia Gravis (MG),uh4682,myasthenia gravis,Condition,,,,Active
conditionfidp9141,condition,Conditions,fidp9141,Mycosis Fungoides,,,,,ncicdr0000258022 ,,Active
conditionfidp2464,condition,Conditions,fidp2464,Myelodysplastic Syndrome (MDS),uh4789,myelodysplastic syndrome,Condition,,,,Active
conditionfidp9411,condition,Conditions,fidp9411,Myelodysplastic/Myeloproliferative Neoplasms,,,,,,BROAD,Active
conditionfidp654,condition,Conditions,fidp654,Myofascial Pain Syndrome,,,,C0027073,,,Active
conditionfidp9412,condition,Conditions,fidp9412,N/A,,,,,,,Active
conditionfidp8667,condition,Conditions,fidp8667,Nail Avulsion,zp4213 ,nail avulsion (traumatic),Condition,,,,Active
conditionfidp9413,condition,Conditions,fidp9413,Nail Bed Infection (Paronychia),uf8037,paronychia (fingernail bed infection),Condition,,,,Active
conditionfidp2466,condition,Conditions,fidp2466,Nail Injuries and Problems,,,,,,BROAD,Active
conditionfidp2465,condition,Conditions,fidp2465,Nail-Biting,ad1736,nail biting,Condition,,,,Active
conditionfidp796,condition,Conditions,fidp796,Narcolepsy,uh4706,narcolepsy,Condition,,,,Active
conditionfidp2467,condition,Conditions,fidp2467,Nasal Abscess,uh5083,nasal abscess,Condition,,,,Active
conditionfidp963,condition,Conditions,fidp963,Nasal Adhesion,,,,C0730572,,,Active
conditionfidp9414,condition,Conditions,fidp9414,Nasal Congestion,,,,C0152029,,,Active
conditionfidp9415,condition,Conditions,fidp9415,Nasal Polyps,uf7949,nasal polyps,Condition,,,,Active
conditionfidp9416,condition,Conditions,fidp9416,Nasopharyngeal Cancer,,,,C0153392,,,Active
conditionfidp9417,condition,Conditions,fidp9417,Nausea and Vomiting,ut1919,nausea and vomiting,Symptom,,,,Active
conditionfidp9418,condition,Conditions,fidp9418,Near-Drowning,abq3198,Near Drowning,Condition,,,,Active
conditionfidp365,condition,Conditions,fidp365,Nearsightedness,zp4235,nearsightedness (myopia),Condition,,,,Active
conditionfidp9419,condition,Conditions,fidp9419,Neck Arthritis (Cervical Spondylosis),uf9151,cervical spondylosis,Condition,,,,Active
conditionfidp2469,condition,Conditions,fidp2469,Neck Injuries and Problems,,,,,,BROAD,Active
conditionfidp1435,condition,Conditions,fidp1435,Neck Pain,uh2729,neck pain,Symptom,,,,Active
conditionfidp8715,condition,Conditions,fidp8715,Neck Strain,zb1416,neck strain,Condition,,,,Active
conditionfidp334,condition,Conditions,fidp334,Necrotizing Enterocolitis (NEC),,,,,hw44299 ,,Active
conditionfidp400,condition,Conditions,fidp400,Necrotizing Fasciitis,zc1619,necrotizing fasciitis,Condition,,,,Active
conditionfidp8215,condition,Conditions,fidp8215,Neonatal Abstinence Syndrome,,,,C0027609,,,Active
conditionfidp7621,condition,Conditions,fidp7621,Nephrotic Syndrome,,,,C0027726,,,Active
conditionfidp678,condition,Conditions,fidp678,Nervous System Problems,,,,,,BROAD,Active
conditionfidp9082,condition,Conditions,fidp9082,Neuroblastoma,,,,C0027819,,,Active
conditionfidp2470,condition,Conditions,fidp2470,Neurogenic Bladder,zc1141,neurogenic bladder,Condition,,,,Active
conditionfidp784,condition,Conditions,fidp784,Neuroleptic Malignant Syndrome,,,,C0027849,,,Active
conditionfidp9420,condition,Conditions,fidp9420,Neuropathic Pain,,,,,ut2299 ,,Active
conditionfidp8918,condition,Conditions,fidp8918,Neuropathy,,,,,,MULTI,Active
conditionfidp2472,condition,Conditions,fidp2472,Neutropenia,gapdoc00225,Neutropenia (Scope Note),Condition,,,,Active
conditionfidp9421,condition,Conditions,fidp9421,Newborn Rashes and Skin Conditions,,,,,,MULTI,Active
conditionfidp3188,condition,Conditions,fidp3188,Nicotine Use and Dependence,gapdoc00072,nicotine dependence/addiction,Condition,,,,Active
conditionfidp1573,condition,Conditions,fidp1573,Niemann-Pick Disease,,,,,C0220756,,Active
conditionfidp9422,condition,Conditions,fidp9422,Night Blindness,,,,C0028077,,,Active
conditionfidp1589,condition,Conditions,fidp1589,Night Eating Syndrome,,,,,aa107116 ,,Active
conditionfidp2474,condition,Conditions,fidp2474,Nipple Discharge,,,,C0149741,,,Active
conditionfidp50,condition,Conditions,fidp50,Nonalcoholic Steatohepatitis (NASH),ad1651,NASH-non alcoholic steatohepatitis,Condition,,,,Active
conditionfidp9423,condition,Conditions,fidp9423,Non-Hodgkin's Lymphoma,uh3318,non-Hodgkins lymphoma,Condition,,,,Active
conditionfidp8675,condition,Conditions,fidp8675,Norovirus Infection,,,,,ug2076,,Active
conditionfidp2475,condition,Conditions,fidp2475,Nose Injuries,,,,,,BROAD,Active
conditionfidp198,condition,Conditions,fidp198,Nosebleeds,te8195,epistaxis (nose bleed),Symptom,,,,Active
conditionfidp2476,condition,Conditions,fidp2476,Numbness and Tingling,zp4189,numbness/ tingling,Symptom,,,,Active
conditionfidp9424,condition,Conditions,fidp9424,Nursemaid's Elbow,te8280 ,Nursemaid's elbow (pulled elbow),Condition,,,,Active
conditionfidp3054,condition,Conditions,fidp3054,Obesity and Overweight,abl3407,obesity/overweight,Condition,,,,Active
conditionfidp8588,condition,Conditions,fidp8588,Object in the Ear,uh3033,foreign body in ear canal,Condition,,,,Active
conditionfidp8587,condition,Conditions,fidp8587,Object in the Eye,uh3011,foreign body in eye,Condition,,,,Active
conditionfidp8589,condition,Conditions,fidp8589,Object in the Nose,uh3043,foreign body in nose,Condition,,,,Active
conditionfidp9425,condition,Conditions,fidp9425,Object in the Rectum,,,,,abo2452 ,,Active
conditionfidp9426,condition,Conditions,fidp9426,Object in the Urethra,,,,,abo2456 ,,Active
conditionfidp8590,condition,Conditions,fidp8590,Object in the Vagina,uf7114,foreign body in vagina,Condition,,,,Active
conditionfidp787,condition,Conditions,fidp787,Obsessive-Compulsive Disorder (OCD),ut2435,OCD (obsessive compulsive disorder),Condition,,,,Active
conditionfidp9427,condition,Conditions,fidp9427,Obstruction of the Bile Duct (Cholestasis),,,,,,,Deleted
conditionfidp9428,condition,Conditions,fidp9428,Obstructive Sleep Apnea,gapdoc00061,Sleep Apnea,Condition,,,,Active
conditionfidp5737,condition,Conditions,fidp5737,Omphalocele,,,,C0795690,,,Active
conditionfidp9429,condition,Conditions,fidp9429,Oppositional Defiant Disorder (ODD),ut3161,oppositional defiant disorder/conduct disorder,Condition,,,,Active
conditionfidp2478,condition,Conditions,fidp2478,Optic Neuritis,uh4347,optic neuritis,Condition,,,,Active
conditionfidp257,condition,Conditions,fidp257,Oral Cancer,ut3441,oral cancer (head and neck cancer),Condition,,,,Active
conditionfidp8373,condition,Conditions,fidp8373,Oral Herpes,uh3098,cold sores,Condition,,,,Active
conditionfidp450,condition,Conditions,fidp450,Oral Thrush,te8285,thrush (oral),Condition,,,,Active
conditionfidp734,condition,Conditions,fidp734,Oromaxillary Fistula,,,,,,No UMLS CUI,Active
conditionfidp9074,condition,Conditions,fidp9074,Oropharyngeal Cancer,,,,,ncicdr0000258025 ,,Active
conditionfidp9430,condition,Conditions,fidp9430,Orthostatic Hypotension,uf8707,orthostatic hypotension,Condition,,,,Active
conditionfidp979,condition,Conditions,fidp979,Osgood-Schlatter Disease,uh5180,Osgood Schlatter Disease,Condition,,,,Active
conditionfidp348,condition,Conditions,fidp348,Osteoarthritis,ut2309,"osteoarthritis, non specific",Condition,,,,Active
conditionfidp1220,condition,Conditions,fidp1220,Osteochondritis,,,,C0029421,,,Active
conditionfidp9431,condition,Conditions,fidp9431,Osteonecrosis,,,,,"th1509,nord756",,Active
conditionfidp9432,condition,Conditions,fidp9432,Osteopenia (Low Bone Density),,,,,tp23004spec ,,Active
conditionfidp852,condition,Conditions,fidp852,Osteoporosis,tw12404,osteoporosis,Condition,,,,Active
conditionfidp9083,condition,Conditions,fidp9083,Osteosarcoma and Malignant Fibrous Histiocytoma,,,,,ncicdr0000062949 ,,Active
conditionfidp2479,condition,Conditions,fidp2479,Otosclerosis,ut3031,otosclerosis,Condition,,,,Active
conditionfidp442,condition,Conditions,fidp442,Ovarian Cancer,uf8983,ovarian cancer,Condition,,,,Active
conditionfidp472,condition,Conditions,fidp472,Ovarian Cyst,,,,,,MULTI,Active
conditionfidp9136,condition,Conditions,fidp9136,Ovarian Germ Cell Tumor,,,,C0238324,,,Active
conditionfidp9433,condition,Conditions,fidp9433,Ovarian Low Malignant Potential Tumors,,,,,ncicdr0000062968 ,,Active
conditionfidp996,condition,Conditions,fidp996,Overuse and Repetitive Motion Injuries,abo4431,repetitive motion disorder,Condition,,,,Active
conditionfidp9434,condition,Conditions,fidp9434,Paget's Disease of Bone,gapdoc00099,Paget's disease of bone,Condition,,,,Active
conditionfidp9435,condition,Conditions,fidp9435,Paget's Disease of the Breast,,,,,uh4323 ,,Active
conditionfidp9436,condition,Conditions,fidp9436,Pain (Acute),,,,,zp4263 ,,Active
conditionfidp8591,condition,Conditions,fidp8591,Pain (General),,,,,,MULTI,Active
conditionfidp2457,condition,Conditions,fidp2457,Pain During Ovulation,,,,C0152149,,,Active
conditionfidp2481,condition,Conditions,fidp2481,Painful Sex,uh4122,dyspareunia,Symptom,,,,Active
conditionfidp1723,condition,Conditions,fidp1723,Painful Urination (Dysuria),abn3039,painful urination,Symptom,,,,Active
conditionfidp415,condition,Conditions,fidp415,Palpitations,uh3881,palpitations  (Scope Note),Symptom,,,,Active
conditionfidp2482,condition,Conditions,fidp2482,Pancreatic Cancer,uh4785,pancreatic cancer,Condition,,,,Active
conditionfidp9437,condition,Conditions,fidp9437,Pancreatic Insufficiency,,,,,C0030293,,Active
conditionfidp9438,condition,Conditions,fidp9438,Pancreatitis (Pancreas Inflammation),,,,,,MULTI,Active
conditionfidp9439,condition,Conditions,fidp9439,Panic Attack and Disorders,gapdoc00024,panic attack,Condition,,,,Active
conditionfidp730,condition,Conditions,fidp730,Paradoxical Embolism,,,,,ue4518 ,,Active
conditionfidp9079,condition,Conditions,fidp9079,Paraganglioma,,,,,ncicdr0000270724,,Active
conditionfidp9440,condition,Conditions,fidp9440,Paranasal Sinus Cancer,,,,,ncicdr0000258028 ,,Active
conditionfidp422,condition,Conditions,fidp422,Paraphimosis,abo1284,paraphimosis,Condition,,,,Active
conditionfidp9441,condition,Conditions,fidp9441,Paraplegia,zc1851,paraplegia (spinal cord injury),Condition,,,,Active
conditionfidp9442,condition,Conditions,fidp9442,Parathyroid Cancer,,,,C0153653,,,Active
conditionfidp1136,condition,Conditions,fidp1136,Parkinson-Plus Syndromes,,,,,,BROAD (ty7243),Active
conditionfidp9443,condition,Conditions,fidp9443,Parkinson's Disease (PD),tw12314,parkinsons disease,Condition,,,,Active
conditionfidp3250,condition,Conditions,fidp3250,Patellar Tracking Disorder,gapdoc00109,patellar tracking disorder,Condition,,,,Active
conditionfidp8594,condition,Conditions,fidp8594,Patellofemoral Pain Syndrome (PFPS),uf8911,patellofemoral pain syndrome,Condition,,,,Active
conditionfidp8222,condition,Conditions,fidp8222,Patent Ductus Arteriosus (PDA),abo1665,patent ductus arteriosus (PDA),Condition,,,,Active
conditionfidp2484,condition,Conditions,fidp2484,Pelvic Infection,,,,C0030790,,,Active
conditionfidp3058,condition,Conditions,fidp3058,Pelvic Inflammatory Disease (PID),te8200,pelvic imflammatory disease,Condition,,,,Active
conditionfidp3059,condition,Conditions,fidp3059,Pelvic Organ Prolapse,,,,,,MULTI,Active
conditionfidp9444,condition,Conditions,fidp9444,Pelvic Pain Syndrome,,,,C1723764,,associated w/ chronic prostatitis,Active
conditionfidp8595,condition,Conditions,fidp8595,Pelvic Problems,,,,,,MULTI,Active
conditionfidp8596,condition,Conditions,fidp8596,Penicillin Allergy,abn3536,penicillin allergy,Condition,,,,Active
conditionfidp9445,condition,Conditions,fidp9445,Penile Cancer,,,,C0153601,,,Active
conditionfidp8813,condition,Conditions,fidp8813,Penile Fracture,,,,,abq3394 ,,Active
conditionfidp9446,condition,Conditions,fidp9446,Penis Pain,,,,,abq3284 ,,Active
conditionfidp9447,condition,Conditions,fidp9447,Peptic Ulcers,uf7658,peptic ulcers,Condition,,,,Active
conditionfidp2485,condition,Conditions,fidp2485,Perforated Nasal Septum,,,,,tu6493 ,,Active
conditionfidp649,condition,Conditions,fidp649,Pericarditis,uh3891,pericarditis,Condition,,,,Active
conditionfidp5028,condition,Conditions,fidp5028,Perineal Tear,abn2976,perineal tear,Condition,,,,Active
conditionfidp1180,condition,Conditions,fidp1180,Periodic Limb Movement Disorder,,,,C0751774 ,,,Active
conditionfidp3061,condition,Conditions,fidp3061,Periodontal Abscess,,,,C0031085,,,Active
conditionfidp2487,condition,Conditions,fidp2487,Peripheral Artery Disease (PAD),uf8392,peripheral vascular disease (PVD or PAD),Condition,,,,Active
conditionfidp2471,condition,Conditions,fidp2471,Peripheral Neuropathy,,,,,,BROAD,Active
conditionfidp9448,condition,Conditions,fidp9448,Perirectal Abscess,uf7680,perirectal abscess,Condition,,,,Active
conditionfidp1443,condition,Conditions,fidp1443,Peritonitis,,,,C0275551,,bacterial,Active
conditionfidp2489,condition,Conditions,fidp2489,Peritonsillar Abscess,uh3906,peritonsillar abscess,Condition,,,,Active
conditionfidp5740,condition,Conditions,fidp5740,Periventricular Leukomalacia (PVL),,,,C0023529,,,Active
conditionfidp9449,condition,Conditions,fidp9449,Pernicious Anemia,uf8218,pernicious anemia,Condition,,,,Active
conditionfidp597,condition,Conditions,fidp597,Personality Disorder,uh4892,personality disorder,Condition,,,,Active
conditionfidp9450,condition,Conditions,fidp9450,Petechiae,,,,C0031256,,,Active
conditionfidp9451,condition,Conditions,fidp9451,Peyronie's Disease,,,,C0030848,,,Active
conditionfidp9452,condition,Conditions,fidp9452,Phantom Limb Syndrome,,,,C0031315,,,Active
conditionfidp83,condition,Conditions,fidp83,Phenylketonuria (PKU),,,,,hw44745 ,,Active
conditionfidp9078,condition,Conditions,fidp9078,Pheochromocytoma,,,,,ncicdr0000270724,,Active
conditionfidp1532,condition,Conditions,fidp1532,Phobias,,,,C0349231,,,Active
conditionfidp9453,condition,Conditions,fidp9453,Photodermatitis,,,,C0031762,,,Active
conditionfidp8710,condition,Conditions,fidp8710,Physical and Intellectual Disabilities,,,,,,BROAD,Active
conditionfidp3246,condition,Conditions,fidp3246,Pilonidal Disease,uf7691,pilonidal disease (abscess/cyst),Condition,,,,Active
conditionfidp836,condition,Conditions,fidp836,Pinched Nerve,,,,,,"BROAD (aa136625,abq3749)",Active
conditionfidp9454,condition,Conditions,fidp9454,Pink Eye (Conjunctivitis),,,,,,MULTI,Active
conditionfidp1237,condition,Conditions,fidp1237,Pinworm Infection,ut3181,pinworms,Condition,,,,Active
conditionfidp8912,condition,Conditions,fidp8912,Piriformis Syndrome,zc2596,piriformis muscle syndrome,Condition,,,,Active
conditionfidp9455,condition,Conditions,fidp9455,Pituitary Tumors,,,,,ncicdr0000579645 ,,Active
conditionfidp2493,condition,Conditions,fidp2493,Pityriasis Alba,,,,,abp4927 ,,Active
conditionfidp1209,condition,Conditions,fidp1209,Pityriasis Rosea,zc1629,pityriasis rosea,Condition,,,,Active
conditionfidp3178,condition,Conditions,fidp3178,Placenta Previa,tw12278,placenta previa,Condition,,,,Active
conditionfidp3177,condition,Conditions,fidp3177,Placental Abruption,tw12286,placental abruption,Condition,,,,Active
conditionfidp3179,condition,Conditions,fidp3179,Placental Insufficiency,uh4193,placental insufficiency,Condition,,,,Active
conditionfidp848,condition,Conditions,fidp848,Plague,,,,C0032064,,,Active
conditionfidp2495,condition,Conditions,fidp2495,Plantar Fasciitis,uf7591,plantar fasciitis,Condition,,,,Active
conditionfidp8646,condition,Conditions,fidp8646,Plantar Warts,uf8629,plantar warts,Condition,,,,Active
conditionfidp8926,condition,Conditions,fidp8926,Pleural Effusion,abq2564,pleural effusion,Condition,,,,Active
conditionfidp697,condition,Conditions,fidp697,Pleurisy,bo1453,pleurisy,Condition,,,,Active
conditionfidp9456,condition,Conditions,fidp9456,Pneumocystis Pneumonia (PCP),abo2380,Pneumocystis pneumonia infection,Condition,,,,Active
conditionfidp2494,condition,Conditions,fidp2494,Pneumomediastinum,zp4153,pneumomediastinum,Unknown,,,,Active
conditionfidp1826,condition,Conditions,fidp1826,Pneumonia,uf7155,pneumonia,Condition,,,,Active
conditionfidp991,condition,Conditions,fidp991,Poison Ivy Oak or Sumac,uf8400 ,poison oak/ivy etc.,Condition,,,,Active
conditionfidp9457,condition,Conditions,fidp9457,Poisoning (Toxicity),,,,,,BROAD,Active
conditionfidp9458,condition,Conditions,fidp9458,Polycystic Kidney Disease (PKD),uh4640,polycystic kidney disease (Scope note),Condition,,,,Active
conditionfidp1041,condition,Conditions,fidp1041,Polycystic Ovary Syndrome (PCOS),tw12137,polycystic ovarian disease/syndrome,Condition,,,,Active
conditionfidp217,condition,Conditions,fidp217,Polycythemia,uf8228,polycythemia,Condition,,,,Active
conditionfidp1248,condition,Conditions,fidp1248,Polyhydramnios,,,, C0020224 ,,,Active
conditionfidp1025,condition,Conditions,fidp1025,Polymyalgia Rheumatica (PMR),uf8815,polymyalgia rheumatica,Condition,,,,Active
conditionfidp9459,condition,Conditions,fidp9459,Polymyositis and Dermatomyositis,uf8931,dermatomyositis/polymyositis (Scope note),Condition,,,,Active
conditionfidp9460,condition,Conditions,fidp9460,Popliteal Aneurysm,zc1769,popliteal aneurysm,Condition,,,,Active
conditionfidp8597,condition,Conditions,fidp8597,Portal Hypertension,,,,C0020541,,,Active
conditionfidp319,condition,Conditions,fidp319,Postcholecystectomy Syndrome,,,,C0152099,,,Active
conditionfidp2496,condition,Conditions,fidp2496,Postconcussive Syndrome,,,,C0546983,,,Active
conditionfidp9461,condition,Conditions,fidp9461,Posterior Cruciate Ligament (PCL) Injury,,,,,bo1643 ,,Active
conditionfidp9462,condition,Conditions,fidp9462,Posterior Tibial Tendinitis,,,,,bo1637 ,,Active
conditionfidp8454,condition,Conditions,fidp8454,Posterior Vitreous Detachment (PVD),,,,,hw187090 ,,Active
conditionfidp943,condition,Conditions,fidp943,Postherpetic Neuralgia (PHN),,,,,hn-1272002 ,,Active
conditionfidp9463,condition,Conditions,fidp9463,Postmenopausal Bleeding,uh2921,postmenopausal bleeding,Symptom,,,,Active
conditionfidp8711,condition,Conditions,fidp8711,Postoperative Problems,,,,,posto,,Active
conditionfidp8598,condition,Conditions,fidp8598,Postpartum Bleeding,,,,C0032797,,,Active
conditionfidp3234,condition,Conditions,fidp3234,Postpartum Depression,ut2194,postpartum depression,Condition,,,,Active
conditionfidp9464,condition,Conditions,fidp9464,Postpartum Issues,,,,,,BROAD,Active
conditionfidp8456,condition,Conditions,fidp8456,Postpartum Endometritis,,,,,uh2916 ,,Active
conditionfidp1489,condition,Conditions,fidp1489,Post-Polio Syndrome (PPS),,,,,hw184074 ,,Active
conditionfidp8599,condition,Conditions,fidp8599,Post-Term Pregnancy,uf8434,post-dates pregnancy,Condition,,,,Active
conditionfidp1262,condition,Conditions,fidp1262,Post-Thrombotic Syndrome,,,,,abo4748 ,,Active
conditionfidp68,condition,Conditions,fidp68,Prader-Willi Syndrome (PWS),,,,C0032897,,,Active
conditionfidp9465,condition,Conditions,fidp9465,Precocious Puberty,ut2556,precocious puberty,Condition,,,,Active
conditionfidp706,condition,Conditions,fidp706,Prediabetes,ut2691,prediabetes (IFG),Condition,,,,Active
conditionfidp1030,condition,Conditions,fidp1030,Preeclampsia,uh4327,preeclampsia,Condition,,,,Active
conditionfidp2283,condition,Conditions,fidp2283,Pregnancy (1st Trimester),gapdoc00193,"trimester of pregnancy, first",Condition,,,,Active
conditionfidp2284,condition,Conditions,fidp2284,Pregnancy (2nd Trimester),gapdoc00192,"trimester of pregnancy, second",Condition,,,,Active
conditionfidp2285,condition,Conditions,fidp2285,Pregnancy (3rd Trimester),gapdoc00191,"trimester of pregnancy, third",Condition,,,,Active
conditionfidp13,condition,Conditions,fidp13,Pregnancy (General),,,,,,BROAD,Active
conditionfidp3245,condition,Conditions,fidp3245,Prehypertension,,,,,uf9678,,Active
conditionfidp2498,condition,Conditions,fidp2498,Premature Baby,gapdoc00110,premature baby,Condition,,,,Active
conditionfidp2499,condition,Conditions,fidp2499,Premature Closure of Cranial Sutures,,,,,abp6976 ,,Active
conditionfidp8600,condition,Conditions,fidp8600,Premature Ejaculation,,,,C0033038,,,Active
conditionfidp8601,condition,Conditions,fidp8601,Premature Heartbeat,ug5703,premature heart beat (Scope note),Condition,,,,Active
conditionfidp1459,condition,Conditions,fidp1459,Premature Ovarian Failure,,,,,uf6200spec ,,Active
conditionfidp2500,condition,Conditions,fidp2500,Premature Rupture of Membranes (PROM),abk5987,Premature rupture of membranes (PROM),Symptom,,,,Active
conditionfidp446,condition,Conditions,fidp446,Premenstrual Syndrome (PMS),tw12141,PMS or PMDD,Condition,,,,Active
conditionfidp269,condition,Conditions,fidp269,Presbyopia,zp4243,presbyopia,Condition,,,,Active
conditionfidp811,condition,Conditions,fidp811,Pressure Sores,uf8077,pressure sores,Condition,,,,Active
conditionfidp3200,condition,Conditions,fidp3200,Preterm Labor,tw12282,preterm labor,Condition,,,,Active
conditionfidp8602,condition,Conditions,fidp8602,Preterm Premature Rupture of Membranes (pPROM),abk5987,Premature rupture of membranes (PROM),Symptom,,,,Active
conditionfidp8603,condition,Conditions,fidp8603,Primary Amenorrhea,uh4142,primary amenorrhea,Condition,,,,Active
conditionfidp9466,condition,Conditions,fidp9466,Proctitis,ut2402,proctitis,Condition,,,,Active
conditionfidp9467,condition,Conditions,fidp9467,Prolonged Erection (Priapism),gapdoc00179,priapism,Condition,,,,Active
conditionfidp1424,condition,Conditions,fidp1424,Prostate Cancer,ut2062,prostate cancer,Condition,,,,Active
conditionfidp8668,condition,Conditions,fidp8668,Prostate Stones,,,,C0149525,,,Active
conditionfidp3062,condition,Conditions,fidp3062,Prostatitis,ut2078,prostatitis (Scope note),Condition,,,,Active
conditionfidp2501,condition,Conditions,fidp2501,Protein in Urine,uh4630,proteinuria,Condition,,,,Active
conditionfidp9468,condition,Conditions,fidp9468,Pruritic Urticarial Papules and Plaques of Pregnancy (PUPPP),tw12274,PUPPP (pruritic papules of pregnancy),Condition,,,,Active
conditionfidp9469,condition,Conditions,fidp9469,Pseudo-Aneurysm,zc1819,pseudo aneurysm ,Condition,,,,Active
conditionfidp370,condition,Conditions,fidp370,Psoriasis,uf8107,psoriasis,Condition,,,,Active
conditionfidp1325,condition,Conditions,fidp1325,Psoriatic Arthritis,,,,,abq0233,,Active
conditionfidp885,condition,Conditions,fidp885,Psychosis,ut2455,psychosis,Condition,,,,Active
conditionfidp9470,condition,Conditions,fidp9470,Pterygium and Pinguecula,ut2135,pterygium and pinguecula,Condition,,,,Active
conditionfidp1518,condition,Conditions,fidp1518,PTSD,ut2445,PTSD,Condition,,,,Active
conditionfidp2503,condition,Conditions,fidp2503,Puberty,,,,,,MULTI ,Active
conditionfidp8459,condition,Conditions,fidp8459,Pudendal Neuralgia,,,,,tp23589spec ,,Active
conditionfidp8369,condition,Conditions,fidp8369,Pulmonary Edema,,,,,abq1717 ,,Active
conditionfidp9471,condition,Conditions,fidp9471,Pulmonary Embolism (PE),uh3246,pulmonary embolism,Condition,,,,Active
conditionfidp9472,condition,Conditions,fidp9472,Pulmonary Hypertension (PAH),,,,,ucsfpul0070en-us.htm ,,Active
conditionfidp1597,condition,Conditions,fidp1597,Puncture Wounds,uf7580,puncture wound,Condition,,,,Active
conditionfidp1101,condition,Conditions,fidp1101,Purpura,,,,,,MULTI,Active
conditionfidp912,condition,Conditions,fidp912,Pyloric Stenosis,gapdoc00098,pyloric stenosis,Condition,,,,Active
conditionfidp9473,condition,Conditions,fidp9473,Q Fever,,,,C0034362,,,Active
conditionfidp9474,condition,Conditions,fidp9474,Quadriceps Strain,abo3610,quadriceps strain,Condition,,,,Active
conditionfidp9475,condition,Conditions,fidp9475,Quadriplegia,zc1861,quadriplegia (spinal cord injury),Condition,,,,Active
conditionfidp2504,condition,Conditions,fidp2504,Rabies,,,,C0034494,,,Active
conditionfidp2505,condition,Conditions,fidp2505,Radiation Exposure,abl0602,radiation exposure,Prevention ,,,,Active
conditionfidp3252,condition,Conditions,fidp3252,Radon Poisoning,,,,,ty6131 ,,Active
conditionfidp1702,condition,Conditions,fidp1702,Rashes,uh3252,"rash, unspecified",Condition,,,,Active
conditionfidp9476,condition,Conditions,fidp9476,Raynaud's Phenomenon,uf8825,raynaud's syndrome,Condition,,,,Active
conditionfidp189,condition,Conditions,fidp189,Razor Bumps,,,,,te7545spec ,,Active
conditionfidp2506,condition,Conditions,fidp2506,Reactive Airway Disease,abk6703,reactive airway disease,Condition,,,,Active
conditionfidp9477,condition,Conditions,fidp9477,Rectal Bleeding,ut1924,Rectal bleeding ,Symptom,,,,Active
conditionfidp5076,condition,Conditions,fidp5076,Rectal Cancer,abk7119,rectal cancer,Condition,,,,Active
conditionfidp8604,condition,Conditions,fidp8604,Rectal Prolapse,,,,C0034888,,,Active
conditionfidp8920,condition,Conditions,fidp8920,Rectovaginal Injury,uf7094,recto-vaginal injury,Condition,,,,Active
conditionfidp9478,condition,Conditions,fidp9478,Rectum Prolapse (Rectocele),uf7089,rectocele,Condition,,,,Active
conditionfidp253,condition,Conditions,fidp253,Reflex Sympathetic Dystrophy,uh4690,reflex sympathetic dystrophy,Condition,,,,Active
conditionfidp9479,condition,Conditions,fidp9479,Respiratory Failure,,,,C0264490,,,Active
