facetName,facetValueId,facetValueLabel
Provenance,fidp886,Healthwise
Subject,fidp6070,Condition
Subject,fidp6076,Life Stage
Subject,fidp6210,Medical Device
Subject,fidp6211,Parenting
Subject,fidp6075,Patienthood
Subject,fidp6072,Pregnancy & Childbirth
Subject,fidp6081,Symptom
Subject,fidp6141,Test or Exam
Subject,fidp6142,Treatment
Subject,fidp6074,Wellness
Tests,fidp7252,A1c Test
Tests,fidp7253,Abdominal Ultrasound
Tests,fidp7254,Abdominal X-Ray
Tests,fidp8360,ADHD Test
Tests,fidp7255,Adrenocorticotropic Hormone Test
Tests,fidp7256,Alanine Aminotransferase (ALT) Test
Tests,fidp7257,Albumin Protein Test
Tests,fidp7481,Albumin-Creatinine Ratio Test
Tests,fidp7258,Aldosterone Test
Tests,fidp7259,Alkaline Phosphatase (ALP) Test
Tests,fidp7260,Allen Test
Tests,fidp7262,Allergy Tests
Tests,fidp7263,Alpha-1 Antitrypsin Deficiency Gene Test
Tests,fidp7264,Alpha-Fetoprotein (AFP) Test
Tests,fidp7265,Ambulatory EKG
Tests,fidp7266,Ammonia Test
Tests,fidp7267,Amniocentesis
Tests,fidp7268,Amylase Test
Tests,fidp7269,Angiogram
Tests,fidp8342,Angiogram of the Lung
Tests,fidp7271,Ankle-Brachial Index Test
Tests,fidp7272,Antibiotic Sensitivity Test
Tests,fidp7273,Antibody Tests
Tests,fidp7274,Antigen Tests
Tests,fidp7275,Antinuclear Antibody (ANA) Test
Tests,fidp8126,Antithyroid Antibodies Test
Tests,fidp7276,Aortic Aneurysm Screening
Tests,fidp7277,Apolipoprotein Genetic Test
Tests,fidp7278,Arterial Blood Gases (ABG) Test
Tests,fidp7280,Aspartate Aminotransferase (AST) Test
Tests,fidp7281,Asthma Challenge Test
Tests,fidp9183,Autoimmune Disease Tests
Tests,fidp7282,Autopsy
Tests,fidp7283,Bacterial Vaginosis Tests
Tests,fidp7284,Barium Enema Test
Tests,fidp7285,Behavior Disorder Tests
Tests,fidp7286,Bilirubin Test
Tests,fidp7287,Biophysical Profile (BPP) Test
Tests,fidp8351,Bladder Cancer Screening
Tests,fidp7288,Bladder Stress Tests
Tests,fidp7289,Blood Alcohol Test
Tests,fidp7290,Blood Cell Count
Tests,fidp7291,Blood Clotting Test
Tests,fidp7292,Blood Culture
Tests,fidp7293,Blood Pressure Test
Tests,fidp7294,Blood Sugar (Glucose) Test
Tests,fidp7295,Blood Tests
Tests,fidp7296,Blood Type Test
Tests,fidp7297,Blood Urea Nitrogen (BUN) Test
Tests,fidp8326,BMI
Tests,fidp7298,Body Fat Testing
Tests,fidp9112,Body Fluid Tests
Tests,fidp7299,Body Temperature Measurement
Tests,fidp7302,Bone Density Test
Tests,fidp7303,Bone Scan
Tests,fidp7304,Bonney Test
Tests,fidp7305,Bowel Transit Time Test
Tests,fidp7306,Brain Natriuretic Peptide (BNP) Test
Tests,fidp7308,Breast Cancer Gene (BRCA) Test
Tests,fidp7309,Breast Cancer Screening
Tests,fidp7310,Breast Exam
Tests,fidp7311,Breast Ultrasound
Tests,fidp7312,Breath Alcohol Test
Tests,fidp7656,CAGE Questionnaire
Tests,fidp7314,Calcium (Ca) Test
Tests,fidp7315,Calf Squeeze Test
Tests,fidp7316,Cancer Antigen 125 (CA-125) Test
Tests,fidp8347,Cancer Screening (General)
Tests,fidp7317,Carbon Dioxide (CO2) Test
Tests,fidp7318,Carbon Monoxide (CO) Test
Tests,fidp7319,Carcinoembryonic Antigen (CEA) Test
Tests,fidp7320,Cardiac Blood Pool Scan
Tests,fidp7321,Cardiac Enzyme Studies
Tests,fidp7322,Cardiac Perfusion Scan
Tests,fidp8773,Carotid Angiogram
Tests,fidp7323,Carpal Tunnel Syndrome Test
Tests,fidp7324,Catecholamines Test
Tests,fidp7325,CBC (Complete Blood Count)
Tests,fidp7326,CD4+ Count
Tests,fidp9184,Celiac Disease Antibodies Test
Tests,fidp7327,Cell-Free DNA Test
Tests,fidp8345,Cervical Cancer Screening
Tests,fidp7329,Chemistry Screen
Tests,fidp7330,Chest X-Ray
Tests,fidp7331,Chlamydia Tests
Tests,fidp7332,Chloride (Cl) Test
Tests,fidp7333,Cholesterol and Triglycerides Tests
Tests,fidp7334,Chorionic Villus Sampling (CVS)
Tests,fidp8337,Clomiphene Challenge Test
Tests,fidp9182,Clostridium Difficile Toxins
Tests,fidp7335,Cold Agglutinins Test
Tests,fidp7336,Colon Cancer Gene Test
Tests,fidp7337,Colon Cancer Screening
Tests,fidp8134,Colorectal Cancer Screening
Tests,fidp7341,Computed Tomography (CT) Scan
Tests,fidp7343,Contraction Stress Test
Tests,fidp7344,Coombs Test
Tests,fidp8774,Coronary Angiogram
Tests,fidp7346,Coronary Calcium Scan
Tests,fidp7347,Cortisol Test
Tests,fidp7348,C-Peptide Test
Tests,fidp7349,Cranial Ultrasound
Tests,fidp7350,C-Reactive Protein (CRP) Test
Tests,fidp9177,Creatine Kinase Test
Tests,fidp9178,creatine phosphokinase (CPK)
Tests,fidp7351,Creatinine and Creatinine Clearance Tests
Tests,fidp7653,CRH (Corticotropin-Releasing Hormone) Stimulation Test
Tests,fidp8431,CT Angiogram
Tests,fidp7353,CT Scan of the Abdomen
Tests,fidp7357,CT Scan of the Body
Tests,fidp7354,CT Scan of the Chest
Tests,fidp7358,CT Scan of the Head and Face
Tests,fidp8286,CT Scan of the Neck
Tests,fidp7355,CT Scan of the Pelvis
Tests,fidp7356,CT Scan of the Spine
Tests,fidp7359,Cystic Fibrosis Tests
Tests,fidp7360,Cystometry
Tests,fidp7362,Cystourethrogram
Tests,fidp7363,D-Dimer Test
Tests,fidp7364,Dental Exam
Tests,fidp7365,Dental X-Ray
Tests,fidp7651,Depression Screening
Tests,fidp7366,Developmental Problems Testing
Tests,fidp7367,DHEA-S Test
Tests,fidp7368,Diabetes Tests
Tests,fidp8325,Dialysis Adequacy Tests
Tests,fidp8332,Digital Breast Tomosynthesis (DBT)
Tests,fidp7369,Digital Rectal Exam (DRE)
Tests,fidp8098,Discography (Discogram)
Tests,fidp7370,Dix-Hallpike Test
Tests,fidp7371,DNA Fingerprinting
Tests,fidp7372,Doppler Ultrasound
Tests,fidp7373,D-Xylose Absorption Test
Tests,fidp7374,Dye Disappearance Test
Tests,fidp7375,Ear Exam
Tests,fidp7376,Echocardiogram
Tests,fidp7377,Electrocardiogram (EKG/ECG)
Tests,fidp7378,Electroencephalogram (EEG)
Tests,fidp8362,Electrolyte Panel
Tests,fidp7379,Electromyogram (EMG)
Tests,fidp7380,Electronystagmogram (ENG)
Tests,fidp7381,Electrophysiology (EP) Study
Tests,fidp8349,Endometrial Cancer Screening
Tests,fidp7384,Endoscopic Ultrasound (Oral)
Tests,fidp8329,Endoscopic Ultrasound (Rectal)
Tests,fidp8388,Enzyme-Linked Immunosorbent Assay (ELISA)
Tests,fidp7385,Epilepsy Tests
Tests,fidp8352,Esophageal Cancer Screening
Tests,fidp7386,Esophagus Tests
Tests,fidp7387,Estrogen Test
Tests,fidp7388,Evoked Potential Test
Tests,fidp7389,Exercise Electrocardiogram (EKG/ECG)
Tests,fidp7390,Expressed Prostatic Secretions Test
Tests,fidp7391,Extremity X-Ray
Tests,fidp7392,Eye Exam
Tests,fidp7393,Facial X-Ray
Tests,fidp8333,Fasting Blood Test
Tests,fidp7394,Fecal Immunochemical Test (FIT)
Tests,fidp7395,Fecal Occult Blood Test (FOBT)
Tests,fidp7396,Ferritin Test
Tests,fidp7397,Fertility Awareness
Tests,fidp7399,Fetal Blood Sampling (FBS)
Tests,fidp7400,Fetal Fibronectin Test
Tests,fidp7401,Fetal Heart Monitoring
Tests,fidp7402,Fetal Ultrasound
Tests,fidp7403,Fibromyalgia Test
Tests,fidp8327,Fluoroscopy
Tests,fidp7404,Folic Acid Test
Tests,fidp7405,Follicle-Stimulating Hormone (FSH) Test
Tests,fidp7406,Fungal Culture
Tests,fidp7407,Gait Analysis
Tests,fidp7408,Galactosemia Test
Tests,fidp7409,Gallbladder Scan
Tests,fidp7410,Gallium Scan
Tests,fidp7411,Gastrin Test
Tests,fidp7412,Genetic Testing and Screening
Tests,fidp7413,Genital Exam
Tests,fidp8363,Gestational Diabetes Screening
Tests,fidp7415,GGT (Gamma-Glutamyl Transferase) Test
Tests,fidp7416,Giardiasis Test
Tests,fidp7417,Glaucoma Screening
Tests,fidp8829,glomerular filtration rate
Tests,fidp7418,Gonioscopy
Tests,fidp7419,Gonorrhea Test
Tests,fidp7420,Growth Hormone Test
Tests,fidp7421,Gynecological Exam
Tests,fidp7422,H. Pylori Test
Tests,fidp7423,Hair Analysis
Tests,fidp8341,Health Screenings
Tests,fidp7424,Hearing Test
Tests,fidp8368,Heart Disease Screening
Tests,fidp7426,Heart Tests
Tests,fidp7427,Hemochromatosis Gene (HFE) Test
Tests,fidp7428,Hemoglobin Electrophoresis Test
Tests,fidp7429,Hepatitis A Virus Test
Tests,fidp7430,Hepatitis B Virus Test
Tests,fidp7431,Hepatitis C Virus Test
Tests,fidp7655,Hepatitis Panel Test
Tests,fidp7432,Herpes Tests
Tests,fidp7433,HIDA Scan
Tests,fidp9160,High-Sensitivity C-Reactive Protein (HS-CRP)
Tests,fidp7438,HIV Test
Tests,fidp8129,HIV Viral Load
Tests,fidp7434,Holter Monitoring
Tests,fidp7435,Homocysteine Blood Test
Tests,fidp7436,Hormone Inhibin A Test
Tests,fidp7437,Human Chorionic Gonadotropin (HCG) Test
Tests,fidp7439,Human Papillomavirus (HPV) Test
Tests,fidp7440,Hysterosalpingogram
Tests,fidp8338,Imaging Tests (General)
Tests,fidp7398,Infertility Test
Tests,fidp7442,Intravenous Pyelogram (IVP)
Tests,fidp7443,Iron (Fe) Test
Tests,fidp7444,Irritable Bowel Syndrome (IBS) Test
Tests,fidp7445,Joint Fluid Analysis
Tests,fidp7446,Joint X-Ray (Arthrogram)
Tests,fidp7447,Karyotype Test
Tests,fidp7448,Ketone Test
Tests,fidp8324,Kidney Function Tests
Tests,fidp7450,Kidney Scan
Tests,fidp7451,Kidney Stone Analysis
Tests,fidp7452,KOH (Potassium Hydroxide) Test
Tests,fidp7454,Lactic Acid Test
Tests,fidp7453,LDH Test
Tests,fidp7457,Lead (Pb) Test
Tests,fidp7458,Lice Exam
Tests,fidp7459,Lipase Blood Test
Tests,fidp7460,Liver and Spleen Scan
Tests,fidp8350,Liver Cancer Screening
Tests,fidp7462,Liver Function Panel
Tests,fidp7463,Liver Function Tests
Tests,fidp7464,Liver Tests for Mononucleosis
Tests,fidp7465,Lumbar Puncture (Spinal Tap)
Tests,fidp7652,Lung Cancer Screening
Tests,fidp7467,Lung Function Tests
Tests,fidp7468,Lung Scan
Tests,fidp7469,Lupus Test
Tests,fidp7470,Luteinizing Hormone (LH) Test
Tests,fidp7471,Lyme Disease Tests
Tests,fidp7473,Magnesium (Mg) Test
Tests,fidp7474,Magnetic Resonance Angiogram (MRA)
Tests,fidp8135,Magnetic Resonance Cholangiogram (MRC)
Tests,fidp7475,Magnetic Resonance Imaging (MRI)
Tests,fidp7476,Malnutrition Tests
Tests,fidp7477,Mammogram
Tests,fidp7479,Medical History and Physical Exams
Tests,fidp9159,Medicine Blood Level
Tests,fidp7528,Mental Health Assessment
Tests,fidp7340,Metabolic Panel
Tests,fidp7482,Mononucleosis (Mono) Tests
Tests,fidp7270,MRA of the Head
Tests,fidp7483,MRA of the Kidneys
Tests,fidp7484,MRA of the Legs
Tests,fidp7485,MRI of the Abdomen
Tests,fidp8288,MRI of the Brain
Tests,fidp7486,MRI of the Breast
Tests,fidp7487,MRI of the Head
Tests,fidp9180,MRI of the Heart
Tests,fidp7488,MRI of the Knee
Tests,fidp7489,MRI of the Neck
Tests,fidp7490,MRI of the Pelvis
Tests,fidp7491,MRI of the Shoulder
Tests,fidp7492,MRI of the Spine
Tests,fidp7493,Multiple Sclerosis (MS) Tests
Tests,fidp7494,Myelogram
Tests,fidp9151,Myoglobin
Tests,fidp8386,N/A
Tests,fidp8211,Neonatal Intensive Care Unit (NICU) Tests
Tests,fidp7495,Nerve Conduction Studies (NCS)
Tests,fidp8124,Nerve Conduction Velocity (NCV) Test
Tests,fidp7496,Nerve Function Tests
Tests,fidp7497,Neurological Exam
Tests,fidp7498,Neuropsychological Tests
Tests,fidp7499,Newborn Screening
Tests,fidp8662,Nicotine Test
Tests,fidp8366,Nonstress Test (NST)
Tests,fidp7500,Nuchal Translucency Screening Test
Tests,fidp8097,Nuclear Scan
Tests,fidp8096,Obstetric Panel
Tests,fidp7501,Ophthalmoscopy
Tests,fidp8328,Optical Coherence Tomography (OCT)
Tests,fidp8344,Oral Cancer Screening
Tests,fidp7502,Oral Glucose Tolerance Test
Tests,fidp8094,Osteoporosis Screening
Tests,fidp8348,Ovarian Cancer Screening
Tests,fidp7503,Overnight Dexamethasone Suppression Test
Tests,fidp8334,Oximetry
Tests,fidp7504,Pap Test
Tests,fidp7506,Parathyroid Hormone (PTH) Test
Tests,fidp7507,Partial Thromboplastin Time (PTT) Test
Tests,fidp7508,Pelvic Exam
Tests,fidp7509,Pelvic Ultrasound
Tests,fidp8775,Peripheral Angiogram
Tests,fidp7511,PET Scan
Tests,fidp7512,Phenylketonuria (PKU) Test
Tests,fidp7513,Phosphate Test
Tests,fidp7514,Pinworm Test
Tests,fidp7657,Polymerase Chain Reaction (PCR) Test
Tests,fidp7515,Postcoital Test
Tests,fidp7654,Post-Void Residual (PVR) Urine Test
Tests,fidp7516,Potassium (K) Test
Tests,fidp7526,Pre- and Post-Massage Test (PPMT)
Tests,fidp7518,Preeclampsia Test
Tests,fidp7519,Pregnancy Tests
Tests,fidp8340,Prenatal Tests and Screening
Tests,fidp7521,Progesterone Test
Tests,fidp7522,Prolactin Blood Test
Tests,fidp7524,Prostate Cancer Screening
Tests,fidp7525,Prostate-Specific Antigen (PSA) Test
Tests,fidp7527,Protein Test
Tests,fidp7529,Pulse Measurement
Tests,fidp7530,Radioactive Iodine Uptake Test
Tests,fidp8125,RBC Nuclear Scan
Tests,fidp7531,Renin Blood Test
Tests,fidp7532,Reticulocyte Count
Tests,fidp7533,Retinal Eye Exam
Tests,fidp7534,Retinal Imaging
Tests,fidp7535,Retrograde Pyelogram
Tests,fidp7536,Rh Antibodies Test
Tests,fidp7537,Rheumatoid Factor (RF) Test
Tests,fidp7538,Rubella Test
Tests,fidp7539,Salivary Gland Scan
Tests,fidp8361,Scoliosis Screening
Tests,fidp7540,Sedimentation Rate (Sed Rate) Test
Tests,fidp7541,Semen Analysis
Tests,fidp7543,Septic Workup
Tests,fidp7544,Serum Osmolality Test
Tests,fidp7545,Sexually Transmitted Infections (STI) Tests
Tests,fidp7546,Sickle Cell Test
Tests,fidp7548,Sinus Aspiration
Tests,fidp7549,Sinus Exam
Tests,fidp7550,Sinus X-Ray
Tests,fidp7551,Skin and Wound Cultures
Tests,fidp8343,Skin Cancer Screening
Tests,fidp7553,Skull X-Ray
Tests,fidp7554,Sleep Studies
Tests,fidp7555,Slit Lamp Exam
Tests,fidp7556,Sodium (Na) Test
Tests,fidp7557,Sonohysterogram
Tests,fidp8130,SPECT of the Heart
Tests,fidp7558,Sperm Penetration Tests
Tests,fidp7559,Spinal X-Ray
Tests,fidp7560,Sports Physical
Tests,fidp7561,Sputum Culture
Tests,fidp7562,Sputum Cytology
Tests,fidp8346,Stomach (Gastric) Cancer Screening
Tests,fidp7563,Stool Analysis
Tests,fidp7564,Stool Culture
Tests,fidp7565,Stool Tests for Colorectal Cancer
Tests,fidp7566,Straight-Leg Test
Tests,fidp7567,Strep Test
Tests,fidp8353,Stress Echocardiogram
Tests,fidp7568,Sweat Test
Tests,fidp7569,Syphilis Tests
Tests,fidp7570,Tay-Sachs Test
Tests,fidp8093,Testicular Cancer Screening
Tests,fidp7572,Testicular Exam
Tests,fidp7573,Testicular Scan
Tests,fidp7574,Testicular Ultrasound
Tests,fidp7575,Testosterone Test
Tests,fidp7576,Tests for Erection Problems
Tests,fidp7577,Thick and Thin Blood Smears
Tests,fidp7579,Throat Culture
Tests,fidp7580,Thyroid and Parathyroid Ultrasound
Tests,fidp7582,Thyroid Hormone Tests
Tests,fidp7583,Thyroid Scan
Tests,fidp8127,Thyroid Tests
Tests,fidp7584,Thyroid-Stimulating Hormone (TSH) Test
Tests,fidp7585,Tilt Table Test
Tests,fidp7586,Tissue Type Test
Tests,fidp7587,Tonometry
Tests,fidp7588,Toxicology Tests
Tests,fidp7589,Toxoplasmosis Test
Tests,fidp8772,Transesophageal Echocardiogram
Tests,fidp7590,Transrectal Ultrasound (TRUS)
Tests,fidp7591,Transthoracic Echocardiogram
Tests,fidp8330,Transthoracic Needle Aspiration (TTNA)
Tests,fidp8354,Triple and Quad Screen
Tests,fidp7592,Tuberculin Skin Test
Tests,fidp7593,Tuberculosis (TB) Test
Tests,fidp7595,Tympanometry
Tests,fidp8336,Ultrasound (General)
Tests,fidp8364,Understanding Lab Test Results
Tests,fidp7596,Upper Gastrointestinal (UGI) Series
Tests,fidp7599,Uric Acid Test
Tests,fidp7600,Urinalysis
Tests,fidp8335,Urinary Tract Tests
Tests,fidp7601,Urine Culture
Tests,fidp7602,Urine Sugar (Glucose) Test
Tests,fidp7603,Urine Test
Tests,fidp7604,Urodynamic Tests
Tests,fidp7605,Uroflowmetry Test
Tests,fidp7606,Vaginal Exams
Tests,fidp7607,Vaginal Exams During Labor
Tests,fidp7608,Vaginal Wet Mount
Tests,fidp8367,Viral Culture
Tests,fidp7609,Viral Load Measurement
Tests,fidp7610,Viral Tests
Tests,fidp7612,Vision Tests
Tests,fidp7613,Visual Field Testing
Tests,fidp7614,Vitamin B12 Test
Tests,fidp7615,Vitamin D Test
Tests,fidp7616,Voiding Cystourethrogram (VCUG)
Tests,fidp8801,Wellness Visits
Tests,fidp8387,Western Blot Test
Tests,fidp7617,White Blood Cell Differential (WBC) Test
Tests,fidp7618,X-Rays (General)
Treatment Types,fidp1638,Counseling
Treatment Types,fidp1953,Diet Therapy
Treatment Types,fidp1831,Drug Therapy
Treatment Types,fidp1016,First Aid
Treatment Types,fidp421,Natural & Holistic Treatments
Treatment Types,fidp956,Other Treatments
Treatment Types,fidp3240,Palliative Care
Treatment Types,fidp1017,Physical Therapy Rehab & Exercise
Treatment Types,fidp483,Self Care
Treatment Types,fidp1427,Surgery or Procedure
Wellness,fidp1553,Being Active
Wellness,fidp5659,Complementary Medicine
Wellness,fidp859,Drugs & Alcohol
Wellness,fidp1599,Healthy Eating
Wellness,fidp1564,Healthy Weight
Wellness,fidp1019,Mental & Emotional Health
Wellness,fidp1149,Quitting Tobacco
Wellness,fidp891,Sexual & Reproductive Health
Wellness,fidp1486,Sleeping Well
